date,AIR,ACA,ATO,RMS,SAF,AI,CA,FP,OR,AC,EN,SAN,CS,BN,RI,MC,SW,ML,HO,KER,UG,EL,SU,VIE,SGO,CAP,DG,VIV,PUB,DSY,GLE,BNP,RNO,ORA,ENGI,LR,URW,FTI,MT,STM
2013-03-29,35.17,4.6587,35.6017,255.4174,30.4414,62.7862,17.6772,26.2968,109.2098,22.8794,14.8977,58.2192,9.0236,45.0531,85.7388,114.8547,62.7668,52.6669,28.5933,136.991,4.2911,85.1182,46.9455,7.1251,23.7758,31.2151,27.9231,11.1372,43.5462,42.3226,18.643614,29.5704,37.7621,5.6211,9.7774,29.6826,128.4508,29.8558,19.575,4.6479
2013-04-05,33.912,4.5427,34.6335,245.7514,30.144,62.5279,17.1226,25.8674,107.3116,22.356,14.4893,56.9633,8.8587,44.9701,83.2428,111.4237,61.5322,51.1171,27.4884,132.1557,4.2228,81.0855,46.1796,6.9556,22.5467,30.5469,27.8874,11.1268,44.1872,41.1117,18.472672,28.998,38.3222,5.4965,10.0411,28.8319,127.9578,30.524,18.009,4.4697
2013-04-12,33.3583,4.716,34.4545,249.4291,30.6558,61.4349,17.8841,26.1807,108.9891,22.5755,14.9681,58.3881,9.2254,45.0448,84.3629,112.2386,62.6804,50.3665,28.29,135.192,4.2858,82.5965,46.7396,7.4416,23.6154,30.116,28.4912,11.151,45.2611,41.7031,19.203722,30.0763,38.2759,5.5713,10.5228,29.6651,128.8381,30.58,18.1726,4.6099
2013-04-19,35.3738,4.521,33.5527,234.6709,30.5902,61.7925,17.4289,25.0191,111.5935,21.4231,14.785,59.2254,8.7443,48.7384,83.3751,105.7624,54.1676,48.4697,27.731,132.675,4.0633,81.4289,43.7747,6.7999,23.3236,29.6192,27.4742,11.151,42.2809,41.7923,18.025311,28.7765,35.9812,5.4188,10.194,28.9671,134.0142,28.5343,17.0702,4.2908
2013-04-26,35.4358,4.9973,35.8669,239.386,33.0048,63.0976,18.3353,26.4341,115.1691,21.3176,15.5032,60.3858,9.5484,47.8254,81.2318,112.4215,55.8167,51.5369,27.7787,133.074,4.7498,83.1558,47.5797,7.3402,24.8733,30.7843,30.2268,11.7488,44.0457,42.928,19.440132,30.7077,40.4547,5.8,10.8163,30.5769,131.9719,30.8898,18.0947,4.9609
2013-05-03,36.1888,5.1894,35.3298,249.0048,33.1579,64.449,19.5342,27.0571,119.7158,21.634,16.4037,62.2806,9.8647,48.9833,82.5548,117.6879,55.4972,53.6516,28.641,134.9925,4.5448,83.9506,48.9805,7.7132,25.5228,33.4222,30.758,11.7039,45.2195,43.0078,20.764027,32.4137,41.4513,5.8762,11.3488,31.0218,137.2888,32.5256,18.7589,5.1894
2013-05-10,36.7735,5.011,36.6427,251.6453,34.3346,64.767,20.0227,27.3493,120.3833,22.191,16.1117,64.5951,10.889,49.8176,82.6166,116.948,56.1447,54.152,30.5345,139.3885,4.7005,86.1877,50.0613,7.4126,26.8135,34.5697,31.0421,11.6866,46.4182,43.1908,21.869694,32.9897,41.8427,5.9524,11.2911,32.6011,141.9055,33.2848,19.8607,5.5744
2013-05-17,38.3592,5.3358,36.9809,260.8397,35.0914,66.5267,19.7721,27.4549,121.2364,23.427,15.3761,64.1171,11.2237,49.4686,81.8669,123.3025,58.4413,57.3807,31.3447,140.7471,5.4243,86.5605,51.1167,7.6951,26.8957,34.5389,31.3139,11.1643,46.2767,43.4959,22.913532,34.3338,48.9416,5.8655,11.264,33.7571,142.4938,32.7865,19.6207,5.6704
2013-05-24,37.6727,5.1618,36.5101,259.3309,35.3145,66.3283,19.6701,27.7893,119.3954,23.4923,15.3154,64.1247,10.9783,49.392,83.8867,119.69,57.1981,55.2625,32.6923,136.3512,5.3164,85.6284,51.5593,7.4609,26.645,34.0025,30.8774,11.1496,46.3599,43.2049,22.284319,33.741,47.3126,5.7707,11.0299,33.1769,152.5301,33.4445,19.5557,5.569
2013-05-31,39.9193,5.2902,37.3787,259.5195,35.9532,67.9703,19.3855,27.1627,117.0605,24.8008,15.6036,62.6071,11.6254,48.3023,81.7522,118.9501,56.6887,56.7014,33.1166,134.4327,5.185,83.5287,52.2061,7.4493,27.574,33.2111,32.6891,11.1496,46.0103,45.5233,22.769388,34.5842,47.7198,5.5876,10.684,34.0694,144.1114,33.4561,19.477,5.6255
2013-06-07,38.9988,5.1568,37.1532,247.7794,35.2776,66.4172,18.2979,26.6805,114.052,24.0577,15.0121,61.3779,11.6774,48.8131,80.1999,115.4682,56.4297,57.2201,33.3942,129.1184,5.2359,81.8214,51.0401,7.3183,26.9697,33.3692,32.7674,10.9952,44.5603,46.2555,22.241842,33.9089,47.5681,5.5817,10.416,33.3575,139.1483,32.9734,18.6901,5.6495
2013-06-14,38.4734,5.0016,36.9313,243.1409,36.411,65.6168,18.1832,26.3602,112.5254,23.713,15.1145,61.0516,11.4915,48.2342,78.0655,109.5055,57.1808,58.249,33.2091,127.4398,5.0779,80.7126,49.1166,7.1989,27.081,34.6066,31.7833,10.8152,46.1518,45.2345,21.07238,33.0238,45.0687,5.3871,10.4771,31.3919,135.2514,33.1408,18.1628,5.548
2013-06-21,36.5965,4.7022,36.4202,227.285,35.2198,63.407,17.3377,25.6985,110.0108,23.3951,14.3902,58.7373,10.9783,47.8681,75.5694,105.4142,55.5145,55.3964,31.7856,121.539,4.481,77.6415,46.1378,6.7546,26.1285,34.1008,30.3133,10.4256,45.2968,45.244,19.884478,31.0705,41.2997,5.3264,10.0565,32.1889,132.6413,31.8949,17.1968,5.3025
2013-06-28,36.8794,4.787,38.3435,234.7633,35.6687,64.9053,17.9538,26.8362,113.3785,24.2054,14.8718,60.4142,11.2275,49.0855,75.1372,108.3738,55.2555,57.471,31.6225,126.691,4.8038,80.2024,47.4315,6.7771,26.5684,33.735,31.7503,10.6939,46.3041,44.8385,19.478672,32.028,41.2837,5.3169,10.2057,31.9157,123.6343,30.3726,16.8683,5.4408
2013-07-05,37.0006,4.9045,38.9084,235.5206,36.9043,64.3306,18.0175,26.6072,113.7826,24.7471,14.7239,59.9893,11.5212,47.2467,76.7976,108.8526,56.6714,59.0521,32.0544,134.3169,5.3909,80.8696,47.6613,6.6585,25.7483,34.6111,31.6268,10.7637,46.8036,46.1839,19.917681,32.7758,43.871,5.1925,10.2024,33.8366,131.6119,31.7508,17.0237,5.7011
2013-07-12,37.0635,4.89,38.8882,239.9698,37.9177,66.6157,17.9962,27.6197,116.4319,24.4248,15.4899,60.4294,11.9898,48.5236,77.9013,115.9905,59.3047,61.1351,33.76,136.3456,5.9764,80.6734,47.4059,7.3563,27.3672,36.0788,32.3886,11.1202,48.7336,48.3786,20.581726,33.5808,45.3402,5.3308,10.3889,34.3784,132.3839,33.1719,18.3477,5.8213
2013-07-19,38.2938,5.2604,39.016,246.1702,38.4689,67.6898,19.4577,28.4568,115.3991,24.9933,15.5695,60.3687,12.3469,48.8556,77.4118,115.7293,58.8298,63.6699,33.9099,138.2931,6.4762,79.7609,49.1422,7.6772,28.1745,37.3027,32.6974,11.4068,49.7748,48.4502,21.603619,34.3362,46.2266,5.4683,10.6467,36.1783,138.1189,32.1986,19.1662,5.9235
2013-07-26,39.6679,5.2757,38.7268,240.6797,38.42,67.3545,19.1178,28.6679,112.5703,25.4544,16.6767,60.437,12.3469,48.9152,79.0315,117.5573,58.5622,62.9337,34.0729,144.0125,6.3964,79.1231,49.6528,7.609,28.7682,37.9349,33.3109,11.811,50.2404,46.2793,22.46319,36.7359,47.2248,5.5144,10.9485,35.2828,138.0454,33.1641,19.4711,5.161
2013-08-02,40.4627,5.5461,39.1303,247.9687,39.3534,68.9623,20.1502,29.0007,114.2316,25.6693,17.2265,57.9406,12.7373,51.4095,81.4345,122.432,60.168,63.1178,34.4211,146.6497,7.2797,85.0789,52.555,7.9626,30.1564,38.8201,33.6032,11.7743,50.2235,47.5723,25.126751,37.5829,49.9717,5.4324,11.498,35.3007,136.244,32.6502,18.5957,5.1523
2013-08-09,41.2709,5.9274,39.6683,247.6847,38.58,69.1675,20.3031,28.8003,114.2766,25.7409,17.7953,59.83,12.9419,50.4476,82.5559,121.0392,56.8441,62.6828,34.5974,148.5562,8.062,86.7862,52.2657,8.3657,31.1987,38.7433,33.6938,11.947,49.3516,47.057,26.369993,37.972,47.4004,5.5312,11.6201,35.3142,136.6852,32.51,19.9984,5.0124
2013-08-16,40.5974,6.0739,39.6481,242.289,38.0555,71.0147,20.4646,29.7341,116.2523,27.3078,18.6219,58.9953,13.5072,50.4561,83.2145,122.6496,58.5363,63.3604,34.1214,144.9056,8.4569,86.9923,52.0018,8.451,31.1346,38.6123,34.3403,11.9801,48.0987,47.7059,26.502798,38.8457,49.5804,5.8333,11.5726,35.3276,134.7,33.8143,20.6673,5.0037
2013-08-23,39.9193,5.9209,38.9958,244.0876,38.9711,71.9042,20.5708,30.0596,112.7948,26.5646,18.1518,56.8631,12.9791,49.7835,82.7784,120.9957,59.0543,63.2349,34.5842,145.0679,8.6544,85.3439,51.5763,8.8968,30.7587,38.3865,33.4138,11.642,48.4119,47.4196,25.746525,38.3421,47.5522,5.7185,11.3522,35.3455,133.4501,34.0674,20.1361,5.157
2013-08-30,39.1605,5.5424,37.7921,240.1591,37.3488,68.0797,20.1247,29.9917,113.3785,25.6111,17.947,55.1559,12.2613,47.9618,78.1771,115.3812,57.647,60.5579,32.8609,138.658,8.1645,80.1534,49.2783,9.0364,30.1906,37.4291,32.1744,11.2782,47.6755,46.1123,24.433191,36.1789,43.1842,5.6153,11.1249,34.3649,130.1046,34.2621,19.1091,4.7498
2013-09-06,40.7635,5.6882,38.4847,244.0402,38.7178,69.0649,20.677,30.3423,112.9295,26.7661,18.8874,56.203,12.901,47.8426,78.8091,119.4724,58.1046,62.2227,35.6111,139.1041,8.9012,79.5156,52.4359,9.3465,30.7972,39.4072,33.8173,12.094,50.0288,46.0455,25.683811,37.953,45.7475,6.1691,11.5353,35.6544,125.0681,34.4801,20.4902,5.0745
2013-09-13,40.2382,5.9231,37.7786,245.1762,38.8822,69.8859,21.7263,30.6571,111.8518,27.8987,20.6354,54.7992,13.2134,47.7149,80.3487,123.3025,57.8888,65.9369,35.9593,138.0496,9.467,80.85,53.3721,9.9707,31.4891,39.1994,34.5956,12.693,51.4424,46.6324,27.152088,38.1971,47.5761,6.4207,12.3018,37.3693,126.1709,34.6592,20.7066,5.4259
2013-09-20,42.178,5.9956,38.8815,255.7784,40.1889,71.5963,21.943,30.3208,116.2523,27.5853,20.6279,57.5385,12.9939,49.1706,83.2679,128.8735,60.3407,68.7226,36.2942,142.4308,9.524,81.8999,54.9807,9.9164,32.6211,41.1413,35.4973,12.7224,51.2985,46.8519,27.963699,38.7312,48.5663,6.4142,12.502,37.7007,129.0752,35.9285,20.4607,5.615
2013-09-27,42.6136,6.0014,39.0026,252.6073,40.6912,70.6727,21.5819,31.6888,114.6358,27.6928,20.4269,56.9921,12.9382,47.1956,81.7905,127.1325,59.6759,69.7767,36.4,134.9664,9.5088,79.2801,55.0147,9.9164,31.9206,39.791,35.6002,12.6011,50.2573,47.1667,27.421398,38.8304,47.9195,6.8809,12.7801,37.3425,136.4279,34.1803,19.9984,5.591
2013-10-04,44.1942,6.1391,38.4511,249.6254,40.6779,68.9281,22.0917,31.1192,111.6722,28.4896,20.2107,56.6431,12.9084,47.2212,78.5154,127.6983,58.8126,66.4807,36.9686,132.5327,9.4898,76.3856,51.9933,10.1567,32.8048,39.6375,36.2385,12.704,49.2838,46.537,28.716282,39.0059,48.8378,6.935,12.8072,36.4828,135.2882,34.4178,20.4902,5.3621
2013-10-11,43.799,6.5096,39.3656,246.1228,40.9134,68.3808,22.5293,31.6452,112.7499,28.888,21.3028,55.6719,13.5295,45.161,79.2006,127.2631,60.0903,66.3134,38.8152,135.3313,9.3911,78.0634,53.4402,10.4514,32.0188,40.4639,37.4655,13.2957,49.1484,45.9883,29.952147,40.7456,52.0239,7.3557,13.0446,36.8902,135.2514,33.6625,21.4641,5.4331
2013-10-18,43.9697,6.627,39.9776,242.3836,40.5934,69.578,23.2515,32.5014,114.5011,30.0923,22.338,55.5884,14.0055,45.6037,79.441,122.7367,62.5078,67.5431,38.661,139.6313,8.2025,77.828,52.938,10.4436,32.3563,43.4084,38.5278,14.2034,50.3928,41.0025,31.342953,41.4324,54.6111,7.619,12.5901,36.5276,136.9058,34.1336,23.0183,5.0518
2013-10-25,44.0415,6.4146,40.2264,234.006,41.6601,69.6465,23.1113,32.3418,114.6358,30.0967,22.2204,57.068,13.589,47.0764,76.9668,121.1263,61.9984,67.2754,39.0135,135.8184,7.5554,75.7086,53.2615,10.0637,33.9025,42.3742,39.619,13.7955,51.3409,41.3604,30.177187,40.7075,52.7905,7.4215,12.5053,36.9798,141.685,34.9162,22.9692,4.4368
2013-11-01,45.4515,6.4523,42.506,239.0705,41.8113,68.4492,22.8862,32.4724,112.3457,29.7073,22.0005,58.8815,13.6448,46.2337,77.9369,122.9108,62.1538,64.0798,39.7011,136.0209,7.5881,75.7576,52.9466,9.6295,32.7279,43.3407,38.9766,13.6816,52.3567,42.4005,30.70842,41.3179,48.9416,7.4215,12.4172,37.432,143.1187,29.6094,22.8314,4.5086
2013-11-08,47.993,6.6103,43.4475,237.1299,42.1357,68.1345,22.8394,31.7795,111.2232,29.3267,21.007,59.2002,13.4811,45.7314,78.8536,121.3439,63.2416,65.6107,39.7099,134.3981,7.4969,74.8157,52.5295,9.6373,33.296,43.5213,38.606,13.6338,54.4814,41.4176,30.081266,40.5167,48.7899,7.0901,12.6478,35.838,141.4276,30.1428,25.2513,4.4607
2013-11-15,46.6549,6.3733,43.5012,234.4793,41.0512,69.2702,23.2643,32.0987,112.5703,29.9221,22.0536,60.6343,13.7563,46.8466,78.9113,122.1709,63.6474,66.4305,39.8597,131.356,7.7772,75.4338,52.4784,9.6954,33.5224,43.0787,39.2977,13.7698,54.1259,41.2125,30.601435,41.5697,49.2211,7.0865,12.5199,36.7559,140.5453,30.4855,24.5332,4.4049
2013-11-22,46.4663,6.4284,41.9546,236.7986,41.5135,69.5438,23.7656,32.5631,112.1661,30.3474,21.0715,59.2837,14.1394,46.7019,78.0127,121.8662,62.4128,67.3842,38.78,133.7085,7.7696,76.0912,51.738,9.5675,33.0397,43.1555,38.4352,13.6852,55.2517,40.7115,29.930016,41.7147,51.449,6.9657,12.2856,35.6948,141.4276,28.7879,24.5824,4.6266
2013-11-29,46.9333,6.6915,41.8941,243.2829,43.0736,70.1938,24.6068,32.3563,110.5946,28.9104,21.0525,59.0636,14.3439,45.5271,74.9666,121.81,63.8373,66.8822,39.5997,132.4515,8.8784,75.7576,53.0317,9.2418,33.4369,43.3542,39.4352,13.7404,55.074,40.3012,31.23597,42.1572,52.1357,7.0338,12.1222,36.3798,141.1703,28.6867,24.9464,4.6186
2013-12-06,44.9755,6.5784,41.5915,236.4673,42.6558,67.3751,23.277,31.141,113.8724,29.3715,19.695,56.4306,13.76,44.5396,72.9449,114.3917,62.5941,64.5901,38.0836,123.7702,9.1139,73.7364,50.5209,8.7611,31.6899,42.031,37.7811,12.9613,53.9227,40.2344,29.823027,40.4404,48.5343,6.7648,11.7032,35.5694,141.5011,28.4609,24.2578,4.4033
2013-12-13,48.4331,6.3617,42.3648,233.438,42.8202,66.9919,23.0901,30.1542,111.3579,29.3715,19.5623,54.5185,13.6931,43.4755,71.3904,111.714,61.5667,63.26,38.9121,120.8083,7.0936,71.3423,49.8911,8.7146,31.3866,41.7646,37.7602,13.2075,52.2297,40.5016,29.111025,40.5091,45.5479,6.4587,11.6535,34.8754,136.2073,27.2578,23.7069,4.3643
2013-12-20,50.2023,6.6118,43.3399,239.7804,44.1805,68.4081,23.7911,32.2003,112.3008,29.7565,19.8657,57.2274,14.6526,43.4499,72.5136,113.9527,62.6373,62.4987,39.8612,120.9305,7.1696,73.6579,52.7763,8.7922,33.4412,42.9884,38.5894,13.7514,54.837,42.2573,30.173494,41.852,45.995,6.6189,12.0548,35.1485,130.5458,25.6693,24.3954,4.5414
2013-12-27,50.5076,6.6589,44.1132,249.0574,45.2535,69.7149,24.3561,32.7523,113.6479,30.1863,20.6279,58.0772,14.9464,44.2076,74.6072,116.1914,63.6129,64.0882,40.8014,124.0539,7.2205,75.4829,53.8828,9.11,34.1716,44.14,39.7185,14.0564,55.6665,43.0445,30.992485,43.05,46.7377,6.8139,12.0974,35.9589,131.8325,26.3195,25.2513,4.7128
2014-01-03,50.6513,6.6466,44.019,248.8207,45.9718,69.4754,24.1862,32.296,113.6479,30.6653,20.7227,57.8647,14.7195,43.9948,73.4301,115.0062,63.8373,63.5946,42.2782,124.2974,7.4126,75.424,53.0317,9.0131,33.4284,44.3523,39.7226,13.7918,56.3776,43.0589,30.490765,42.4853,46.7137,6.6809,11.8914,35.4977,134.2956,26.7867,25.3693,4.7006
2014-01-10,49.6455,7.2077,44.8394,236.1832,46.2412,67.6898,23.978,32.0789,110.864,30.719,21.8526,56.1575,15.0431,43.6457,71.5791,110.4411,65.1928,65.1255,42.3314,118.1311,7.6025,80.9089,53.5253,9.2302,34.4834,45.9826,40.0435,13.8543,56.0051,41.7039,32.464451,43.7672,50.2592,7.1571,11.9127,34.4276,135.5823,26.7517,24.1791,4.5373
2014-01-17,51.2171,7.4963,44.8866,230.9768,47.9382,67.5734,23.226,32.4616,112.3907,32.1739,23.5779,57.3032,14.9799,43.152,73.8614,111.2312,65.8145,67.9279,43.418,123.4856,8.7189,77.8868,55.619,9.4512,35.043,46.7593,40.6184,14.3357,57.1818,41.5846,33.09161,44.0419,54.4993,7.3098,12.3175,36.8499,136.9425,26.0586,25.6152,4.6567
2014-01-24,47.4003,7.2498,44.3082,227.9003,46.9146,65.0079,21.2548,31.56,112.1661,31.292,21.6934,54.6551,13.9311,43.2541,75.9281,109.0364,65.7713,64.9331,42.2383,122.1838,8.5329,76.1501,51.6699,9.3039,33.3942,46.1361,39.8101,14.2365,54.8623,41.3651,31.579063,43.2407,50.9299,6.9371,11.7707,35.4664,139.3689,25.2371,23.7168,4.5763
2014-01-31,47.2476,7.2403,43.6358,223.6405,47.3725,63.7627,21.7136,31.1625,109.5618,31.6815,21.5303,55.2393,14.5038,41.7176,71.5611,116.0158,64.4857,65.5187,42.8636,121.4048,8.6544,73.1281,50.972,9.0403,33.2874,45.6755,40.4684,14.6554,55.6835,41.9424,31.047825,43.8359,51.7125,6.9356,11.6358,35.2694,131.3913,24.6259,24.2381,4.9451
2014-02-07,47.1578,7.4926,45.7271,228.1369,48.2345,66.0204,22.6865,31.7771,110.9089,32.4604,21.8299,53.6687,14.4332,42.2241,73.6008,117.8155,65.3415,66.832,42.9878,120.9539,8.7265,74.7176,51.772,9.2186,34.4792,47.1477,42.5475,14.6885,56.6146,38.3307,32.386982,45.4077,51.1535,6.9197,12.0619,35.5694,131.3913,24.9841,24.5824,4.9053
2014-02-14,47.7775,7.7681,46.1507,228.1842,48.854,68.4149,22.7545,32.7081,110.4149,32.9842,22.9333,55.558,14.9427,42.8711,75.5867,118.3423,66.762,72.7465,43.1874,124.8898,9.4101,75.6497,53.6615,9.4085,34.9148,48.8638,43.8141,15.056,57.7066,40.0626,34.8255,44.8278,57.6535,6.9772,12.3779,37.9066,132.8251,25.4513,24.0905,5.0572
2014-02-21,47.0411,8.04,45.2967,225.9597,46.6901,67.505,22.6015,33.5619,109.6067,33.0693,22.6451,56.1499,14.5894,43.3733,77.1412,120.6687,67.9354,74.3777,42.3536,124.1928,9.9037,75.5712,56.0786,9.9939,36.5465,50.6341,44.1724,15.3132,57.241,40.4348,34.891911,44.7363,59.1468,7.1306,12.7862,39.2768,139.516,27.9314,23.6478,4.9492
2014-02-28,47.9481,8.3517,47.3746,222.4274,45.8012,68.2507,22.7035,34.6144,110.2353,33.1498,22.1522,57.1591,14.0873,43.5691,76.638,118.3862,68.2001,74.0933,42.6641,121.8556,9.7595,74.2368,55.1083,10.6297,37.1616,51.2393,45.1056,15.225,58.2399,39.7334,35.692455,45.3696,57.6615,6.8547,13.2017,40.235,140.8394,27.7172,22.556,5.3367
2014-03-07,46.0801,8.3083,46.9577,219.2363,44.176,67.4024,23.8038,33.9594,108.2147,34.2959,22.8158,56.8328,13.8716,43.0158,75.6136,115.5768,68.7736,75.8752,41.2449,118.8629,10.2759,71.8623,54.8104,11.0522,36.2219,50.7244,44.3807,14.9273,57.5627,40.1247,34.61153,44.6142,55.6652,7.7361,13.3117,39.3932,140.3615,27.6744,21.8477,5.4635
2014-03-14,44.8677,8.0219,44.9202,220.4746,42.0525,65.0831,22.6058,33.8563,104.892,33.3781,23.1381,54.1012,13.1873,42.0368,73.2684,111.2751,67.0884,72.9556,41.6174,112.6305,9.5316,69.7724,52.0784,10.7964,35.1113,48.4574,43.6391,14.626,54.2275,39.867,32.464451,42.1649,52.0718,7.6454,13.4005,38.8066,143.8172,26.2572,21.0805,5.3083
2014-03-21,46.61,8.1306,44.4359,227.6666,45.2266,66.773,23.4172,35.0082,103.6347,33.7094,22.6376,56.5369,14.0501,42.0708,72.7203,113.2065,67.2296,74.8713,41.9013,115.1318,10.0784,72.5099,54.8615,11.0328,35.8717,48.7825,44.214,14.457,54.8116,40.1962,32.984627,43.4773,54.0202,7.7285,13.8585,39.7469,136.4279,28.5621,22.3789,5.5772
2014-03-28,47.2386,8.2611,44.1603,230.6672,45.0649,67.765,23.978,35.7944,107.7208,33.1274,22.9637,57.5157,14.21,44.3949,76.3414,117.4205,67.0796,76.4357,42.6153,121.2822,10.2645,72.6571,54.853,11.2732,37.2898,49.8393,45.239,14.931,55.5057,40.8689,32.873947,42.8058,56.5196,8.0951,14.1746,40.3245,138.7439,29.2006,22.7527,5.5483
2014-04-04,48.4959,8.6816,43.972,230.8101,46.322,67.8334,24.6492,36.2826,107.3616,33.1095,23.3846,57.5536,14.5187,43.9182,75.6675,117.3327,67.6972,77.0882,44.2252,120.9539,10.9746,72.608,56.0445,11.1608,39.2974,48.8006,45.6223,15.1074,54.8877,40.6399,35.153839,45.3085,58.2364,8.1896,13.9225,41.2648,140.5821,28.4881,23.4315,5.5269
2014-04-11,44.7375,8.1379,42.3379,236.7161,43.5026,66.7662,24.1182,35.5671,105.4757,31.292,21.9323,56.4458,13.4886,44.8546,75.7843,123.9609,66.3649,74.7709,40.8768,120.2975,10.3974,70.7928,54.6572,11.0522,37.2898,46.2355,44.8057,14.6664,51.4932,39.6857,32.287373,41.9817,58.2524,8.1026,13.9367,40.1275,139.8836,28.7295,23.2938,5.2845
2014-04-18,46.0981,8.2466,40.6836,243.5271,44.589,67.553,24.4836,36.726,108.9781,31.6725,22.3418,57.2729,13.7415,44.8716,76.9614,126.9865,69.7176,76.4608,40.6462,122.7167,10.0974,70.7536,55.985,11.122,37.6742,46.5606,45.0806,14.8061,54.0836,41.2554,31.870506,41.5773,58.5878,8.2652,14.1604,40.7364,139.0013,29.7613,23.038,5.3142
2014-04-25,45.2629,8.2321,42.5733,240.0977,43.0267,70.4332,24.0332,36.9906,109.6965,31.6188,23.9723,57.7888,13.8716,44.3353,76.5122,126.3191,68.9412,73.8758,39.9321,130.3846,9.7367,73.8051,57.1935,10.9631,37.1702,47.6445,45.8047,14.4202,52.3143,41.4558,31.874195,42.0275,56.9428,8.1631,13.5425,41.9095,139.9203,32.0234,23.097,5.5236
2014-05-02,44.2301,8.2466,42.1295,240.9551,43.1659,70.6727,23.2517,37.896,113.7551,32.1023,25.6066,58.9043,14.1317,44.5651,77.8241,125.2957,69.2765,74.3359,40.4289,129.9743,9.3659,75.0119,57.3127,10.9063,37.7041,46.0458,46.1116,14.0748,51.7049,42.3337,33.154327,40.0436,55.8967,8.9227,13.6521,41.5155,141.4644,32.9015,23.1265,5.6555
2014-05-09,43.7002,8.5765,40.9459,244.3367,42.7708,71.7673,23.0607,38.9468,116.0009,31.9158,25.6902,59.4733,13.5565,45.7759,77.3478,126.2301,69.347,73.5245,40.043,129.9396,8.7323,76.8468,58.2233,10.6698,36.4654,45.7206,46.427,13.9167,50.9599,42.9396,32.57513,40.4252,54.6031,9.1193,14.2153,41.7483,142.9349,32.2243,22.6248,5.7297
2014-05-16,45.2359,8.1741,39.3321,242.1458,42.3398,74.429,23.1085,38.7605,118.2466,31.7664,26.335,60.7796,13.1989,48.2013,79.9177,127.9209,69.6382,73.3404,38.6593,135.3544,8.5386,76.8369,58.1411,10.9022,35.4061,45.0406,45.4381,13.7073,50.2235,42.8919,30.734243,40.0513,52.883,9.414,14.3,41.5558,148.7803,31.9917,23.1669,5.6407
2014-05-23,46.3316,8.3808,40.6702,245.9085,43.2692,74.7463,23.408,38.9692,117.4217,32.9842,26.1758,61.0707,13.6847,47.2206,80.1693,127.3869,69.9823,76.744,39.4709,132.7716,9.2924,75.3554,59.0856,11.2732,35.9357,48.4428,45.9155,13.9866,52.9831,43.5217,31.265484,41.0241,56.4953,9.1344,14.9367,41.4573,152.2027,32.8076,22.4327,5.6827
2014-05-30,47.9243,8.559,44.3149,247.6707,45.2848,75.3457,23.1562,38.3655,117.33,35.1436,27.1112,61.7239,14.0773,47.8335,80.8252,129.8786,69.5588,77.82,39.6992,135.021,9.5312,75.6105,60.4149,11.4322,35.7051,49.246,46.2906,14.1409,53.5672,45.1902,31.924515,40.3563,56.569,9.2704,15.0803,42.5287,153.4333,32.1386,22.2243,6.0512
2014-06-06,48.9081,8.9105,44.6766,244.2256,46.6264,76.3181,23.2474,39.165,116.4592,35.293,27.2227,62.2747,14.5748,47.4483,78.7675,127.4759,69.7794,79.5847,42.4839,133.0216,9.6001,74.9923,61.8492,11.5219,38.1569,50.2616,48.0638,14.1409,52.5509,45.6711,33.522064,40.7806,58.8462,9.9205,15.4373,43.0416,157.7402,32.0407,22.3136,5.8443
2014-06-13,46.7127,8.7609,43.6536,244.9912,44.6799,76.3337,22.7916,39.8664,117.5133,35.0033,26.6176,62.6839,14.0501,46.5551,79.5493,128.4993,68.006,79.4384,41.3899,135.1877,9.2557,76.4249,60.4237,11.8807,36.7036,49.4584,47.9018,14.1115,53.7139,44.9717,31.864088,40.4585,56.1103,9.7511,15.2459,41.3518,163.2392,32.0244,21.9267,5.8616
2014-06-20,45.7198,8.3346,43.3126,246.9052,44.6935,76.5818,22.8263,40.6884,118.5675,35.1436,25.6981,63.0458,13.9685,47.2994,79.5313,129.6561,70.2028,77.7598,41.0192,136.1036,9.8985,77.5238,62.0941,11.95,37.5699,50.1508,47.953,14.0049,53.6019,46.3365,30.870811,40.2149,55.9056,9.3295,15.1576,41.9517,162.1624,32.7872,21.9763,5.6992
2014-06-27,44.9,7.9271,42.01,253.6041,44.1205,75.5735,23.5817,39.7608,115.4051,34.3469,24.2015,61.173,13.6109,47.7197,78.6687,124.8953,69.497,75.7626,40.1287,132.9804,10.1097,76.4052,60.4237,11.6157,35.7984,48.452,46.9215,13.9687,53.421,45.6808,29.446997,38.8166,55.2257,9.1168,14.911,41.1732,161.5856,32.5955,21.5299,5.5336
2014-07-04,43.7021,7.957,42.7806,258.4849,43.2063,78.808,24.0896,40.0323,116.4134,35.044,23.9587,61.2045,14.0734,48.5515,80.2308,125.3402,70.7057,75.9778,40.0699,131.4811,10.353,75.7871,60.6161,11.1509,36.4177,50.5571,46.1116,14.0733,52.8697,47.0748,29.613169,39.4372,57.8059,9.0222,14.8079,41.8647,163.5083,33.2686,22.3731,5.7159
2014-07-11,42.9141,7.4021,40.1073,253.7955,42.6333,76.6749,23.4948,38.2901,115.4051,33.3192,22.7327,59.6543,13.6964,47.7897,77.7638,124.0054,67.9972,72.9735,40.2643,131.8557,9.8801,72.3725,58.2285,10.4985,32.4719,47.2888,44.185,13.453,50.8366,45.7634,27.81168,37.9917,56.5363,8.8922,14.4325,39.607,161.3549,30.9147,21.123,5.4039
