date,AIR,ACA,ATO,RMS,SAF,AI,CA,FP,OR,AC,EN,SAN,CS,BN,RI,MC,SW,ML,HO,KER,UG,EL,SU,VIE,SGO,CAP,DG,VIV,PUB,DSY,GLE,BNP,RNO,ORA,ENGI,LR,URW,FTI,MT,STM
2014-07-18,40.5184,7.684,39.8072,253.4606,41.8919,76.3647,23.7857,37.8979,116.505,33.36,23.274,59.8589,13.572,49.2082,77.8727,123.16,67.5737,73.5244,40.1106,131.939,10.3117,73.0692,58.7532,10.8043,33.009,46.4948,44.7902,13.6701,51.2242,45.4817,28.710535,38.4356,57.4291,9.0419,14.5576,39.9551,158.317,30.9555,21.9663,5.6214
2014-07-25,40.5366,7.9869,40.005,247.8143,41.519,75.7208,23.4688,38.539,116.3217,32.6085,23.8233,59.7881,13.7353,48.21,77.0292,117.1533,66.6385,71.0538,39.0076,126.1918,9.9857,72.088,59.0681,10.8532,32.1644,48.0089,45.1312,14.2905,49.5788,47.1962,29.19018,38.9501,56.8721,9.168,14.5723,40.0329,157.894,28.1692,22.264,5.3571
2014-08-01,38.8741,7.5419,38.9684,246.2831,39.9499,72.6104,22.3574,36.2236,113.7551,32.1784,22.6252,62.0937,13.4982,47.2731,75.451,114.1277,64.8298,69.9778,37.7011,132.2303,9.9122,71.0381,54.1793,10.4292,30.8693,49.7723,41.2225,14.4804,46.1845,48.1142,27.826784,39.0915,49.3034,9.0222,13.873,37.3631,154.3177,27.9856,21.1826,5.0517
2014-08-08,38.4551,7.8037,37.584,244.9433,40.2228,72.2303,22.492,36.4499,114.1218,30.4445,21.8132,61.1022,13.6731,46.5289,75.9589,112.7039,63.6475,67.9892,37.1768,131.6057,9.1327,70.1551,53.4446,10.0786,30.7264,47.6581,39.8798,14.8371,46.6583,46.9242,26.88261,37.6853,47.6324,8.5258,13.5785,36.2091,151.2798,27.3207,20.4583,4.8518
2014-08-15,39.5983,7.8298,38.0136,248.0057,42.133,73.006,22.5137,35.6957,113.9843,31.2866,21.6818,61.3776,14.0307,46.3275,77.3829,113.1933,63.8593,68.7123,37.4932,129.5239,9.3429,70.9302,54.5291,10.3722,31.0686,47.8519,39.9523,14.8798,46.7445,47.6965,27.029902,37.9642,47.1327,8.707,13.9429,37.8211,147.4344,27.8755,20.2103,5.0333
2014-08-22,40.7461,8.0804,39.514,249.3934,43.2791,73.8049,22.9131,36.1369,114.3968,32.3731,22.5973,62.5029,14.326,46.1611,78.2899,115.24,64.468,71.0022,38.1035,128.4404,9.7837,73.0103,55.6048,10.8532,32.7145,49.5138,40.8218,15.1085,47.7869,48.3473,28.355526,38.5495,49.9095,8.8567,13.6595,38.1828,150.7799,28.4058,20.9445,5.2634
2014-08-29,42.6363,8.4393,39.5958,250.5896,45.3757,75.4261,22.9088,37.8527,115.4967,33.4822,22.2391,65.7055,14.6525,46.5289,81.3917,117.5092,66.1444,72.4398,38.4199,134.313,9.8158,79.2016,56.252,11.3955,33.4638,49.957,42.4118,15.3489,48.8465,48.9593,29.122198,40.3642,48.8037,9.0774,13.7994,38.5309,151.7028,28.7607,21.9763,5.332
2014-09-05,44.8089,8.9441,40.4005,232.7416,47.0267,76.5275,22.7308,38.7728,117.7883,33.695,22.3346,67.2242,15.0995,48.1137,81.6819,121.6027,67.6972,73.0596,38.8946,137.4362,10.2382,81.527,57.4327,11.7624,33.7756,51.5542,40.8176,15.2054,50.0526,49.989,31.278696,42.4775,51.3348,8.9474,14.4803,40.6374,157.2018,28.4181,22.2044,5.4583
2014-09-12,44.1803,8.9329,40.7688,231.9282,46.8448,75.9226,22.3835,37.732,115.2676,32.5179,22.052,68.3731,15.1539,47.4307,82.0719,121.2023,67.7854,68.3336,38.6324,136.1036,10.0316,82.4297,56.1995,11.6116,32.368,52.9206,39.1041,14.9883,48.9327,50.5913,31.463755,42.3989,48.8201,9.1956,14.2558,40.358,158.5861,26.9698,21.9366,5.3203
2014-09-19,44.9819,8.9778,41.3008,235.0384,46.2717,76.8533,22.4095,37.7396,115.1759,33.0566,21.3276,69.8446,15.4648,46.9492,82.6433,119.645,68.4118,68.6349,39.1974,136.0202,9.545,85.6284,54.9401,11.5667,32.5239,53.493,39.33,15.0814,49.0619,50.8244,31.263594,42.4225,48.689,9.1404,14.5723,39.9138,159.2783,26.8107,23.0082,5.1471
2014-09-26,44.9455,8.8955,38.8116,227.191,45.9533,74.1928,21.3199,38.7312,114.4426,31.7438,20.4319,69.5692,15.4026,45.7759,80.8838,116.4414,67.8825,64.2101,36.8242,133.5629,9.444,84.3725,53.0686,11.0775,31.1855,51.7757,39.5474,14.841,46.4774,49.9696,30.723522,41.5033,48.2795,9.1089,14.3846,37.6608,157.1249,26.5292,21.8175,5.0782
2014-10-03,45.1641,8.7534,39.0843,227.4303,45.4622,72.7965,20.2823,37.0363,112.976,31.3183,19.9662,68.381,14.8663,45.5307,78.7796,113.7717,66.2944,62.4024,37.5203,126.1918,9.5404,83.4894,52.1153,11.102,29.2841,50.3816,38.6565,14.4804,45.9002,49.5228,29.873762,40.0185,45.1422,8.9158,14.322,36.8044,155.5482,26.0886,20.2499,5.2168
2014-10-10,41.3929,8.286,37.2021,223.2195,43.079,71.5322,19.9307,34.0511,112.7468,28.7876,19.5363,65.3672,14.1978,44.4712,77.138,111.2355,64.124,59.2,35.1199,123.1511,8.3586,81.7821,48.4246,10.6698,27.4173,48.0551,35.8774,14.0733,44.5218,47.8762,27.789019,38.1135,43.5695,8.514,13.6227,35.1559,152.8564,24.673,19.1427,4.7432
2014-10-17,40.0447,8.1514,36.8815,225.1335,41.3871,71.3616,20.0956,33.7114,109.4011,28.525,20.2011,63.935,13.6381,44.5763,76.6029,111.4135,64.071,61.3866,34.7538,122.9432,8.5165,80.9187,50.3749,10.4496,28.4698,47.2057,37.3394,13.9919,45.8399,47.5945,27.339588,36.9233,44.618,8.3918,13.4941,36.1633,148.5111,23.4696,19.3887,4.5017
2014-10-24,41.2562,8.7646,36.9088,222.5496,43.6748,71.8735,19.6615,34.2458,109.7219,28.7242,20.8459,66.5711,13.9257,44.3049,79.6684,114.1277,65.315,57.4783,34.356,121.3606,8.4477,82.518,50.6285,10.7269,28.9332,47.2795,37.5824,14.4572,44.2289,46.9825,29.333693,38.8912,45.175,9.1246,13.7513,36.7907,145.5886,22.6945,20.1606,4.6811
2014-10-31,43.3605,8.8207,37.5703,236.4739,45.9352,74.6581,20.291,36.2041,114.6717,30.3404,21.9326,57.9625,14.3105,47.4745,82.3803,120.4458,67.8207,59.5616,35.7935,128.2324,8.6846,86.4428,54.9926,10.8736,29.6652,48.4336,38.7673,15.1007,47.6146,49.1245,29.016451,39.3901,48.517,10.019,14.6441,39.3277,150.0108,23.5471,20.7162,4.523
2014-11-07,43.9435,7.9794,37.0998,241.546,46.4536,74.2083,20.4603,35.5246,116.1384,30.0416,22.0281,57.4196,14.1939,46.8441,82.2896,119.1555,67.759,60.6204,36.5258,131.1056,8.3577,84.343,54.0044,11.4811,29.8558,50.2893,39.0998,15.2171,48.3813,48.5611,27.32826,38.2352,48.3122,9.7432,14.0918,36.8182,157.2402,24.6486,20.0515,4.6726
2014-11-14,44.1393,7.7364,35.8176,246.953,47.2996,75.3175,20.8684,34.7955,120.6757,30.8746,22.454,58.5763,14.3727,47.5708,83.0788,122.5816,69.5764,61.8772,36.9824,133.1883,8.2943,84.6276,53.9956,11.1916,29.362,50.7971,37.4302,15.3876,49.1653,49.853,27.112988,37.3554,48.5743,10.0466,13.9707,36.8823,154.9714,24.7587,19.1883,4.744
2014-11-21,43.9754,7.9869,38.0136,250.2068,47.0358,77.6833,21.9667,37.0554,124.159,32.8665,23.8552,59.733,14.703,49.0331,84.9549,128.9887,69.5764,62.3938,38.3295,134.313,8.8159,86.6488,56.4619,11.6157,31.3761,52.8652,37.702,15.6745,49.8803,51.2519,28.706758,39.0208,51.1218,10.7991,14.2393,37.8852,155.1637,23.7144,20.0416,5.0008
2014-11-28,44.6312,8.4543,38.9616,257.6714,47.3269,78.4977,22.0926,34.3489,125.7631,34.3469,24.086,61.2675,15.0917,49.6898,87.2245,128.5883,71.5704,63.6592,38.5781,138.353,9.4577,88.6014,57.3714,11.9581,31.9998,54.407,37.5078,15.88,50.8796,51.0673,30.130577,40.5056,52.8502,11.1615,14.9921,38.6179,157.5863,21.336,19.5752,5.125
2014-12-05,45.3919,8.5365,41.6076,278.4861,48.7004,79.3509,21.767,34.4978,127.5047,33.8262,24.6553,59.914,15.3288,49.9087,87.3893,131.98,70.9616,65.8888,40.1694,137.8529,9.9857,90.8189,55.5698,11.9948,32.2553,56.9275,39.1082,16.0777,52.0513,48.8622,29.669817,40.7884,52.7519,11.7596,15.5256,40.2802,163.4314,20.3977,19.6506,5.3189
2014-12-12,37.0841,7.8112,38.8729,263.4134,44.6572,75.0925,20.1087,31.4057,122.0049,31.9022,23.0869,57.1284,14.3843,47.1418,83.1337,124.6001,68.7206,61.464,38.4536,129.6484,9.1033,84.9808,51.6518,11.4404,28.1406,52.2558,36.6624,15.438,49.2256,47.5702,26.701328,37.8621,49.1314,10.8246,14.3301,37.5371,161.624,18.8556,17.6087,5.0025
2014-12-19,37.9769,7.9233,43.3058,291.884,45.9758,78.4977,21.1202,33.2152,126.1756,33.3011,23.7676,59.316,15.0062,47.387,83.9574,117.6728,70.7234,63.7022,41.0962,129.6484,9.4853,89.092,52.4651,12.0397,30.1936,55.3579,39.1773,15.6939,51.0261,48.2599,26.029072,38.0585,49.6884,11.384,14.75,39.3826,154.7407,20.4385,18.3092,5.3304
2014-12-26,37.8311,8.0878,44.622,281.4528,46.836,79.7,21.5934,33.8003,126.8172,34.0571,24.1298,59.0091,15.1811,47.5621,84.7719,119.4386,71.8351,65.0537,41.1281,133.355,9.4485,89.6317,53.261,12.1579,30.7784,55.7549,39.6733,16.1204,51.6033,49.0759,26.78064,38.954,49.9505,11.5838,14.8673,40.0329,161.5856,20.4018,18.2239,5.3546
2015-01-02,37.8265,8.1514,44.6356,286.7641,46.9648,78.6529,21.7714,32.9556,125.9464,33.7538,23.9029,59.3632,14.8468,47.1593,83.3625,118.4878,71.3763,64.0121,41.0324,131.3977,9.3659,89.2882,52.4301,11.9745,30.4622,55.5057,39.1902,15.9382,51.0519,49.513,26.708878,38.8323,49.0658,11.2362,14.6101,39.8039,163.5468,20.0958,17.8985,5.3849
2015-01-09,40.5821,7.527,43.8582,270.6386,49.6511,77.342,20.7295,31.8241,126.3131,33.4143,23.5686,58.9225,14.5476,46.5989,86.1721,115.6354,70.4322,63.9605,42.6179,132.397,9.3935,89.7298,51.4244,11.9867,29.3057,54.7117,40.1737,15.6978,50.7935,48.1142,25.228413,35.301,48.1975,11.1642,13.7854,38.2012,162.7008,19.4859,17.3548,5.5069
2015-01-16,42.2628,8.0243,44.5675,271.4521,50.7827,80.7859,23.7727,33.5562,134.4254,35.3881,24.5239,62.8963,15.4726,48.7003,93.3928,121.5213,73.7143,67.1456,43.5884,138.353,10.376,95.8033,54.9839,12.7246,28.9635,56.1519,41.2349,16.0041,54.0499,49.5519,25.764704,36.1298,51.556,11.7556,13.9556,38.7507,166.8923,19.747,16.6326,5.7629
2015-01-23,44.8908,8.4131,45.9246,280.1608,54.6834,85.2073,24.7408,35.606,142.6751,39.562,25.7499,65.7685,16.0867,52.5354,97.6483,128.4485,77.5522,72.9477,43.3879,149.4105,11.3263,97.4714,59.6803,13.2547,33.3815,58.9955,42.5247,16.3918,58.0817,52.0776,28.559465,38.4945,56.5035,12.4389,14.7576,42.5287,185.312,20.9811,16.4777,6.2915
2015-01-30,42.9961,7.9009,44.7243,287.5297,54.4534,86.875,24.1764,35.2611,145.7917,40.1324,25.2006,64.5252,16.211,52.1589,97.5568,129.9426,79.3418,74.6607,42.6453,150.8398,11.8038,97.2064,58.5958,13.2547,32.8574,59.6141,40.411,16.3104,57.2288,53.3501,27.067667,36.7465,55.8728,12.4829,14.9241,43.6872,192.3107,21.2748,16.7932,6.4013
2015-02-06,44.0391,8.2075,46.2111,280.735,55.5298,87.0301,24.4022,36.9506,144.4626,40.9518,25.4514,66.8859,16.2149,51.5635,96.7789,138.364,78.6666,75.9262,44.5771,153.741,12.217,94.1648,59.4704,13.275,33.3945,60.362,42.6239,16.1398,58.2281,56.3712,28.113819,37.0568,58.281,12.7626,14.3831,42.9912,192.3492,22.4579,17.3429,6.6409
2015-02-13,45.319,8.9478,46.1633,281.5963,55.6217,89.9389,25.0794,36.7142,143.0418,41.3955,26.7928,68.2472,16.1994,50.7142,94.9028,143.5255,78.5676,72.4484,45.9075,153.7826,12.6991,94.3512,60.7473,13.3974,34.4687,60.6112,44.6125,16.0622,60.2527,56.2352,29.005121,38.031,64.9979,12.9424,14.1637,43.0553,197.2329,22.7597,18.9958,6.7387
2015-02-20,47.7876,9.6434,44.5811,274.036,56.6981,89.8609,25.6568,35.6758,144.4626,42.4684,28.1263,68.7665,16.4404,52.5354,94.4452,145.7893,78.9097,73.6622,47.2014,151.0081,13.0664,97.4419,62.4264,13.5278,35.9543,62.8178,45.4839,16.3995,61.407,58.5763,30.557346,40.2935,69.7488,12.5428,14.0653,44.3284,197.1175,23.9714,19.1208,6.7646
2015-02-27,50.402,9.4003,43.4217,275.95,57.8665,91.6068,25.6698,37.3807,148.7249,42.396,28.2059,69.0105,17.6374,54.5756,96.9619,148.4153,81.0794,74.0151,46.846,153.0263,13.7413,102.4852,62.9512,14.1883,34.8541,66.7231,45.7427,16.9152,62.7768,60.7426,31.206942,40.922,70.3222,13.0263,15.0375,45.2442,196.7714,23.7511,19.3867,6.903
2015-03-06,54.1277,9.7593,43.5445,285.7671,60.378,91.994,26.9635,36.4275,151.7957,44.5509,28.9582,68.9711,17.7152,54.6544,97.6025,152.9429,82.2497,72.7497,47.821,153.9934,14.8064,103.2211,62.9249,13.8785,34.8498,67.4525,46.7176,16.7174,63.6814,60.0432,31.577059,40.9141,70.355,12.7506,14.2961,45.1435,198.1173,24.2977,19.5614,7.365
2015-03-13,57.899,9.7967,44.8198,289.1342,61.2428,93.5848,27.033,34.5985,157.433,45.7686,29.6269,70.6866,18.1932,54.453,98.1974,155.0709,83.9422,77.9492,48.9601,159.6265,14.8477,105.4779,64.2892,14.1068,35.1443,69.8437,46.8212,17.0625,65.6973,60.7135,31.943399,40.5999,72.927,12.315,13.7929,45.8487,194.8487,23.4981,18.972,7.6011
2015-03-20,55.9314,10.0322,45.4472,300.5341,60.2952,94.4766,27.6841,36.9157,157.7539,45.2571,29.3761,73.6768,18.5197,54.9433,99.8905,153.2599,83.8342,78.5517,48.5318,162.5277,14.4988,106.3119,64.8752,14.278,36.0019,70.1853,47.8565,17.1788,64.3361,61.7432,32.596767,42.4068,68.7085,11.8995,14.3755,46.2059,196.0792,24.2284,18.5593,7.9567
2015-03-27,55.0295,10.178,43.8923,304.4784,59.0165,93.1967,27.1068,36.5782,157.7997,43.985,29.1532,72.1502,18.2904,55.0922,101.0802,146.9212,80.3591,78.9736,47.3016,154.8763,13.9708,104.3004,63.0823,14.7347,35.4735,70.7485,46.7953,17.5975,61.1831,60.5483,33.729782,44.1429,68.5529,12.0233,14.2015,45.7892,197.9635,23.3594,17.4798,7.3672
2015-04-03,55.3484,10.5482,43.9741,321.0732,60.6724,92.9252,27.0807,35.9894,158.3038,43.9895,29.5155,73.7554,18.5897,55.5124,101.8123,148.0984,82.1147,80.2648,47.6752,147.3091,14.5401,106.8515,64.6216,14.3677,36.2142,70.9978,46.8126,18.0123,62.2513,59.9266,34.685287,44.9678,69.3475,12.0553,14.001,47.2042,198.3191,23.1147,17.1941,7.5316
2015-04-10,56.3959,10.608,45.8701,332.2325,62.6964,95.0968,28.4743,38.0893,164.0328,45.4427,30.0648,77.7056,19.025,56.8696,104.2832,156.1123,85.0766,82.744,49.8075,148.4019,14.6549,110.9235,64.3854,15.3503,36.4004,73.3982,47.4855,18.7141,65.0253,61.9083,34.885452,44.9757,73.2629,12.347,14.576,48.2391,195.2234,24.9586,17.9124,7.787
2015-04-17,56.6419,10.021,45.8291,322.3719,61.8316,92.9637,27.797,38.3641,161.6038,44.7229,29.4557,75.2663,18.2165,57.859,102.9563,149.8189,82.2677,82.5288,48.9601,147.4348,15.1048,107.195,60.8872,15.4848,35.179,71.1732,48.1412,18.1674,62.7251,60.5677,33.861969,43.2945,74.0574,12.311,14.6138,46.5997,201.258,26.2355,17.6802,7.4416
2015-04-24,59.3383,10.5557,48.6593,325.4503,63.3219,92.5371,27.2761,37.685,161.0996,45.239,30.8091,75.4315,17.7774,58.6471,107.3033,147.5787,83.267,87.6767,50.1629,141.1712,15.7614,111.8556,60.6948,15.9537,35.5775,72.3549,48.909,18.6915,67.0757,67.3482,34.621082,46.3426,79.521,12.379,14.5949,47.9552,195.8504,25.8928,18.9621,7.613
2015-05-01,56.4779,10.3987,47.6364,324.2478,60.5918,90.5985,26.7334,38.0618,156.2414,44.3562,30.6563,71.7646,17.5791,56.4844,101.5835,143.5009,81.3134,85.8,49.4248,140.9972,15.518,106.7044,58.9495,15.4278,35.257,73.3982,48.3359,18.145,64.4912,66.8334,33.767551,44.3394,77.08,11.7796,14.1517,47.2958,197.3002,26.4829,18.8847,6.2268
2015-05-08,57.7532,10.4137,48.2297,324.6326,62.4491,93.5454,26.7074,37.6811,161.5069,44.5919,30.5442,72.1502,18.2243,57.2856,101.8581,147.3496,83.4201,87.8919,49.8439,140.0569,15.7843,109.4517,60.4047,15.6751,35.8763,74.5153,47.3219,18.4162,64.3878,67.0277,33.291683,45.1014,77.637,11.8036,14.4004,46.4623,193.1858,26.8919,18.8529,6.1219
2015-05-15,55.4395,10.6379,48.4821,327.23,59.1711,90.9857,26.4599,36.48,156.8046,45.0079,31.2581,71.533,18.4593,56.0482,99.3414,145.4711,82.7089,86.1702,50.1993,142.3639,15.743,106.8025,60.3342,16.043,35.2266,74.6446,47.2602,18.0924,64.4912,67.3482,33.726009,44.575,75.9311,11.356,13.8563,45.8762,190.9914,26.57,20.8062,6.2198
2015-05-22,58.0538,10.5894,48.7889,337.4274,61.3347,94.2699,27.6581,37.4691,162.7639,46.2878,30.8928,74.9602,19.3909,57.0345,102.4529,152.4812,84.7975,88.3223,52.4956,139.2453,16.8816,111.2178,61.8335,16.2713,37.5222,77.1843,48.909,18.7603,65.525,70.0585,33.80154,45.9887,82.6203,11.6677,14.5559,47.3324,191.1089,27.0181,20.0843,6.4988
2015-05-29,56.4779,10.4314,47.7591,342.1413,59.8118,93.2757,26.8333,36.0914,160.1102,45.6158,29.7597,72.402,18.5646,56.0662,103.002,148.5867,84.5454,86.091,52.3221,136.6405,17.4463,109.0592,60.6605,15.9964,36.7556,74.0542,47.6834,18.7724,62.7251,69.1356,33.010372,44.3108,79.0416,11.4759,14.2838,46.9294,187.3471,26.1436,19.4485,6.7988
2015-06-05,55.419,10.278,48.2642,334.7749,57.3138,90.6516,26.3123,35.7617,155.1751,44.8159,28.9587,72.3938,18.1514,54.8468,96.0925,146.8914,82.0697,85.1998,51.2136,134.0349,16.5051,106.7044,59.17,15.7047,36.8942,72.7984,46.9957,19.0638,60.2959,67.4832,32.835712,44.6093,77.1769,11.396,13.7086,47.5201,183.2718,25.6955,19.8315,6.6816
2015-06-12,56.1435,10.278,48.0252,346.3655,57.2303,91.3674,26.0301,35.4554,154.2439,44.313,28.4731,72.4425,18.2365,54.4074,96.0925,148.77,81.3314,87.5292,51.0104,136.5974,17.1846,105.8703,56.2419,15.6497,36.0719,73.2295,46.114,19.1772,60.2784,66.7698,33.297592,44.6093,79.1586,11.4289,13.3394,48.3875,176.1008,25.6737,19.2961,6.5137
2015-06-19,54.7501,10.1091,46.8517,332.6499,57.7967,90.0553,25.3303,35.1093,150.659,43.1291,27.9086,70.1848,18.1635,52.9997,95.9095,146.5707,80.6562,86.3204,50.2806,132.1553,16.5464,104.2514,55.6157,15.3453,35.7202,74.1479,46.0258,18.8574,58.9996,65.5579,32.917221,43.246,77.0515,11.3549,13.2694,47.3336,177.9817,25.0603,18.4498,6.2513
2015-06-26,57.1375,10.8458,49.5291,345.4479,58.9761,95.3835,26.894,36.9353,157.0374,43.5908,28.8881,75.4962,19.3261,54.3895,99.021,156.8797,79.918,86.9734,51.9803,139.5018,17.7585,110.8253,57.8471,16.2248,37.6546,77.5498,48.5387,19.8827,60.9353,66.6525,34.508549,46.4889,82.035,12.062,13.5959,49.572,176.1792,24.7992,18.6384,6.8408
2015-07-03,55.001,10.2588,47.8145,323.0877,56.6452,90.7316,25.2947,34.8387,147.4466,41.3052,27.3358,71.6142,18.2648,52.6321,95.1773,144.4631,76.749,82.941,49.791,137.8786,17.2764,105.1345,54.5662,15.6962,35.6719,75.6474,46.9957,19.1315,58.1237,64.4926,32.587311,43.7784,79.4847,11.581,12.9973,46.746,187.3079,23.6811,17.4571,6.4365
2015-07-10,56.1064,10.4429,50.014,325.5025,58.261,92.7198,25.8189,35.2843,153.3128,42.5806,26.211,75.0982,18.6456,54.6405,98.0092,145.4711,77.6673,83.0734,51.2967,139.2453,17.0147,109.5007,55.651,16.1275,36.2434,79.4147,47.9215,19.735,60.7426,65.5384,32.952152,43.9559,76.2572,11.7783,13.4093,47.4922,179.0544,22.1409,16.6429,6.3656
2015-07-17,60.0542,10.9071,50.6746,328.6415,61.2883,96.0193,27.5692,36.3147,158.6203,43.6639,27.7093,80.4502,19.8365,56.0662,101.9296,152.9852,79.873,85.8528,53.5692,142.7481,16.7393,116.9087,56.3477,16.7914,37.9316,82.4605,49.8965,20.5791,64.1586,66.7014,34.811291,46.2307,77.9629,12.8185,13.728,48.63,184.8962,22.0626,16.5166,6.6041
2015-07-24,58.5773,10.98,50.1124,336.8032,58.131,93.4751,27.7158,35.2048,157.7357,42.9325,28.3029,79.7274,19.5368,55.4475,101.2378,152.1604,78.0094,85.2793,56.3497,142.9613,16.4271,116.4181,56.3213,17.2777,36.8809,84.4847,49.3411,20.4441,60.3922,69.6724,35.137321,46.1501,76.2404,12.5882,13.5026,48.7046,197.26,21.5101,15.7685,6.3417
2015-07-31,60.0078,11.0069,48.714,342.3571,63.9441,94.2699,27.7691,35.8652,158.6203,40.8435,27.7384,79.565,19.4436,55.313,100.5921,156.4215,76.3979,78.7057,56.9317,150.0091,16.753,114.4067,56.0832,17.1889,37.9536,81.5796,51.4925,20.2035,60.3835,67.2096,34.77636,47.8441,70.0529,12.2799,13.592,52.2768,195.0993,22.5455,16.5647,6.3053
2015-08-07,61.7727,10.0094,49.1356,338.5418,65.0027,95.8603,28.0623,36.438,164.7659,41.5612,28.5187,79.7843,20.0309,56.0841,101.699,158.9415,76.5599,80.841,56.9594,153.8961,16.9229,113.7199,56.6211,17.5441,38.3009,80.2957,52.1978,20.2035,58.8157,66.76,37.163353,48.6024,73.4644,12.321,13.9224,52.4727,193.899,21.8277,17.4231,6.23
2015-08-14,57.9642,9.6795,48.8053,318.8379,65.8199,91.8847,26.8451,35.0098,154.8026,40.4824,28.3568,76.3895,19.3626,54.0846,96.9023,146.25,76.0198,79.7028,57.8185,145.2251,15.6741,111.4631,53.3579,17.2819,37.2721,80.1926,51.3426,19.6295,56.0741,66.0466,36.251247,46.9083,69.6097,12.2182,13.386,51.9411,195.9396,21.3948,15.937,5.8595
2015-08-21,53.3103,9.1616,47.1117,302.6593,61.084,85.0855,25.3658,32.6864,143.5824,38.0322,26.7257,71.6792,17.88,50.7492,91.1647,133.5127,72.0045,75.1675,55.6569,136.1277,14.1958,102.3381,49.3627,16.2417,34.8761,74.9632,49.535,18.4013,54.1384,61.8441,33.798275,44.8352,61.8335,11.248,12.6009,47.6974,196.8999,20.1243,14.7799,5.5749
2015-08-28,54.1371,9.3687,47.7161,306.6677,62.3562,85.6025,25.8545,32.766,142.2787,39.015,28.1203,71.8253,18.2243,49.5387,85.6301,138.3235,70.7531,76.4822,56.3867,133.3088,14.3106,104.8401,49.7949,16.6392,35.8301,75.0851,50.5578,18.8234,55.5136,60.6909,33.903065,45.6983,63.3971,11.6303,12.6009,47.9492,188.0972,21.3382,14.5433,5.824
2015-09-04,51.3875,9.0004,46.4371,297.1537,61.8826,83.3361,24.6506,31.7953,135.7142,38.2334,27.9335,70.7939,17.6005,47.9875,84.1726,133.7418,68.5925,74.2057,55.6938,121.0496,13.7642,105.4288,48.2162,16.2586,35.1267,71.8238,50.2052,17.8864,54.5939,58.5604,32.307858,43.9559,59.2247,11.3878,11.6875,46.4476,184.6561,20.3484,13.0352,5.7566
2015-09-11,51.6197,8.847,47.182,302.2246,62.1055,83.4156,23.8821,31.5804,135.2952,38.4939,28.1659,71.4842,18.0137,47.8082,82.6875,135.7577,67.278,73.3146,56.6823,121.8189,14.3886,105.2816,48.7718,16.7829,35.8873,73.0983,51.1398,17.743,54.2523,60.6127,32.88229,44.5609,61.9004,11.3426,11.8702,46.8206,181.3351,18.7582,12.6241,5.4907
2015-09-18,50.5515,8.4441,48.6367,310.4347,64.6313,82.1434,23.7932,32.4438,136.6453,39.1567,27.5184,71.3705,17.4506,48.9828,84.2833,138.0486,67.161,74.2057,57.0703,130.2334,14.306,104.2514,46.6198,17.2777,35.9181,74.9632,51.272,18.1101,52.8947,62.0298,31.387995,42.7378,61.8753,11.4906,11.637,46.0698,178.3342,19.3738,11.8881,5.5386
2015-09-25,50.3099,8.0566,48.3064,308.4063,63.1269,82.6602,23.3401,32.1334,141.4407,38.8139,26.6883,70.664,17.5964,49.6553,83.9328,138.5068,65.7926,71.6293,58.1973,126.1323,12.0242,106.9006,44.953,17.3496,34.2079,74.6633,50.8841,17.7767,52.7808,64.7761,30.821323,42.3909,54.5339,11.6221,11.3338,44.9646,178.4543,18.1143,10.0992,5.3728
2015-10-02,50.793,7.9147,47.8917,309.9034,64.2227,84.012,23.5578,33.3251,144.8394,38.4116,26.6302,69.0153,17.5154,50.3188,84.68,136.7199,66.5308,72.2469,57.8462,123.613,12.1711,105.1835,43.5374,17.2608,33.9793,73.4638,49.7731,17.4306,53.3677,64.9715,30.759224,41.8827,53.9152,10.8451,10.9062,43.9759,185.8965,18.9235,9.5759,5.4377
2015-10-09,53.5147,8.705,49.1989,329.5591,65.9314,87.829,25.2636,36.5566,152.7075,40.4092,28.141,69.8681,18.3661,51.9596,89.449,151.8856,69.8618,75.8734,56.8208,138.5624,13.6265,105.3798,46.9638,16.8844,34.8498,71.4583,50.2052,18.3929,56.8449,64.9031,32.521332,43.4074,62.5024,11.5481,11.7963,44.2418,184.376,21.8668,11.9523,5.8755
2015-10-16,51.5826,8.5132,49.2269,321.2043,64.1577,87.7494,25.7478,36.8393,154.6164,38.5168,28.2448,72.0446,18.4795,52.2465,91.2477,145.3794,67.8002,75.5822,57.9109,128.1406,13.6678,108.029,44.318,17.3031,33.9133,73.0796,51.3514,18.5195,55.3384,68.265,32.645535,44.3592,64.8437,11.5851,12.1722,43.7894,186.7368,20.0352,11.3005,5.8773
2015-10-23,55.8927,8.7933,51.3001,332.5533,65.3185,92.1631,26.8318,36.7586,161.6466,41.2229,29.1994,75.082,19.4841,56.6221,98.1937,156.3757,72.6257,80.1175,61.7537,147.5744,14.9028,114.2595,48.3749,18.0642,34.797,77.2686,53.009,18.9838,52.4743,68.5876,33.611969,45.1014,69.1666,13.098,13.0523,47.0538,192.6586,20.7617,10.9496,6.4178
2015-10-30,58.8559,8.8393,50.9838,338.397,64.1763,93.7535,26.3609,35.6639,154.6164,41.36,28.61,74.5947,19.7069,56.8552,98.8855,155.4135,72.8958,79.941,60.9039,143.9871,14.7146,117.3503,48.5778,17.9077,33.5704,75.9379,54.12,18.4984,51.7298,70.2099,32.843479,44.577,71.6834,13.1843,12.8232,46.5781,203.4218,20.6682,10.1734,5.6728
